Student ID,student_name,gender,grade,school_name,reading_score,math_score
20758,Gabriela Hurst,F,10th,Bailey High School,85,96
20759,Nicholas Bryant,M,11th,Bailey High School,65,97
20760,Sean Ortega,M,11th,Bailey High School,69,72
20761,Cynthia Mclean,F,9th,Bailey High School,81,84
20762,Thomas Miller,M,11th,Bailey High School,68,86
20763,Erin Perez,F,12th,Bailey High School,64,56
20764,Steven Lamb,M,12th,Bailey High School,94,80
20765,Michelle Cruz,F,11th,Bailey High School,67,82
20766,Nicole Rodriguez,F,11th,Bailey High School,96,79
20767,Melissa Ford,F,9th,Bailey High School,82,82
20768,Kelsey Smith,F,9th,Bailey High School,63,65
20769,Bradley Snyder,M,11th,Bailey High School,75,66
20770,Heidi Mason,F,9th,Bailey High School,74,60
20771,Laura Johnson,F,9th,Bailey High School,92,89
20772,Amanda Moore,F,9th,Bailey High School,96,56
20773,Robert Anderson,M,9th,Bailey High School,88,81
20774,Kristina Hunter,F,11th,Bailey High School,73,76
20775,Ronald Cooper,M,11th,Bailey High School,80,65
20776,Justin Thomas,M,12th,Bailey High School,73,74
20777,Michael Robbins,M,9th,Bailey High School,67,96
20778,Karl Bell,M,12th,Bailey High School,67,93
20779,Samantha Scott,F,9th,Bailey High School,65,70
20780,Christopher Smith Jr.,M,10th,Bailey High School,73,60
20781,Joseph Ware,M,9th,Bailey High School,77,78
20782,Kelsey Gould,F,11th,Bailey High School,65,98
20783,Maria Davis,F,9th,Bailey High School,73,82
20784,Jacob Johnson,M,10th,Bailey High School,73,73
20785,Stephanie Davis,F,11th,Bailey High School,80,88
20786,Benjamin Frey,M,10th,Bailey High School,72,66
20787,Kathy Mason,F,10th,Bailey High School,64,68
20788,Rebecca Collins,F,10th,Bailey High School,79,70
20789,Jenny Carr,F,11th,Bailey High School,85,78
20790,Heather Burke,F,12th,Bailey High School,65,65
20791,Kenneth Watkins,M,9th,Bailey High School,88,58
20792,Mrs. Lori Rogers MD,F,9th,Bailey High School,99,67
20793,Melissa Schmidt,F,10th,Bailey High School,71,98
20794,Tammy Dunlap DVM,F,12th,Bailey High School,90,98
20795,Frank Blackwell,M,9th,Bailey High School,64,60
20796,Michele Torres,F,9th,Bailey High School,66,88
20797,Dana Buck,F,11th,Bailey High School,85,89
20798,Robert Howard,M,10th,Bailey High School,74,64
20799,Carol Shaw,F,10th,Bailey High School,81,62
20800,Jason Ferguson,M,9th,Bailey High School,91,77
20801,Brian Clark,M,12th,Bailey High School,72,61
20802,Karen Brandt,F,11th,Bailey High School,93,79
20803,William Durham,M,9th,Bailey High School,68,81
20804,Shannon Jackson,F,10th,Bailey High School,87,91
20805,Elizabeth Allen,F,12th,Bailey High School,85,92
20806,Patricia Houston,F,12th,Bailey High School,85,95
20807,Jason Pearson,M,12th,Bailey High School,90,88
20808,Monica Oliver,F,11th,Bailey High School,99,76
20809,Nicole Haynes,F,9th,Bailey High School,95,74
20810,Craig Morgan,M,9th,Bailey High School,91,88
20811,Scott Black,M,12th,Bailey High School,65,69
20812,Evan Wilson,M,9th,Bailey High School,95,75
20813,Angela Fitzgerald,F,12th,Bailey High School,81,77
20814,James Sullivan,M,11th,Bailey High School,95,84
20815,Kenneth Olson,M,9th,Bailey High School,78,89
20816,Kristina Craig,F,10th,Bailey High School,87,66
20817,David Brown,M,11th,Bailey High School,88,65
20818,David Rangel,M,10th,Bailey High School,71,95
20819,Luke Moody,M,10th,Bailey High School,82,79
20820,Pamela Parsons,F,10th,Bailey High School,85,67
20821,Seth Green,M,9th,Bailey High School,96,75
20822,Roberto Escobar,M,9th,Bailey High School,69,97
20823,Frances Phillips,F,11th,Bailey High School,64,92
20824,Michael Smith,M,11th,Bailey High School,65,55
20825,Richard Hammond,M,11th,Bailey High School,85,86
20826,Justin Schneider,M,9th,Bailey High School,86,82
20827,Sarah Padilla,F,9th,Bailey High School,97,63
20828,Ashley Gardner,F,9th,Bailey High School,83,84
20829,Courtney Lutz,F,9th,Bailey High School,84,70
20830,Albert Shea,M,9th,Bailey High School,74,78
20831,Jennifer Mcguire,F,9th,Bailey High School,64,91
20832,Charles Smith,M,11th,Bailey High School,67,89
20833,Jenna Barton,F,10th,Bailey High School,70,93
20834,Jeffrey Singh,M,11th,Bailey High School,71,76
20835,Joseph Ramos,M,9th,Bailey High School,80,73
20836,Rachel Johnson,F,12th,Bailey High School,94,77
20837,Joseph Pope,M,11th,Bailey High School,89,92
20838,Janet Glenn,F,12th,Bailey High School,72,64
20839,Steven Obrien,M,11th,Bailey High School,66,60
20840,Chelsea Ramos,F,11th,Bailey High School,71,92
20841,Emily Ward,F,11th,Bailey High School,88,82
20842,Courtney Ward,F,11th,Bailey High School,63,63
20843,Heidi Cohen,F,10th,Bailey High School,79,88
20844,Matthew Sawyer PhD,M,11th,Bailey High School,84,71
20845,Marilyn Cole,F,12th,Bailey High School,89,56
20846,Joseph Morgan,M,10th,Bailey High School,70,64
20847,Carolyn Mason,F,10th,Bailey High School,95,87
20848,Lori Gaines,F,11th,Bailey High School,97,55
20849,John Johnson,M,10th,Bailey High School,69,62
20850,Pamela Martin,F,11th,Bailey High School,98,95
20851,Benjamin Lee,M,11th,Bailey High School,82,76
20852,Jeffrey Barnes,M,10th,Bailey High School,88,61
20853,Justin Massey,M,10th,Bailey High School,84,64
20854,Rachel Key,F,12th,Bailey High School,76,88
20855,Victoria Baker,F,9th,Bailey High School,89,69
20856,Claudia Wood,F,9th,Bailey High School,82,86
20857,Scott Hughes,M,9th,Bailey High School,92,63
20858,Brandon Mendoza,M,11th,Bailey High School,88,93
20859,Linda Fischer,F,10th,Bailey High School,96,96
20860,Thomas Mccoy,M,12th,Bailey High School,97,91
20861,David Chapman,M,10th,Bailey High School,97,80
20862,Jasmine Flores,F,10th,Bailey High School,81,89
20863,Michael Fernandez,M,12th,Bailey High School,70,99
20864,Cassandra Haas,F,9th,Bailey High School,72,67
20865,Crystal Spence,F,10th,Bailey High School,87,64
20866,Lindsey Watkins,F,10th,Bailey High School,73,80
20867,Travis Mitchell,M,12th,Bailey High School,88,64
20868,Katherine Rodriguez,F,11th,Bailey High School,83,76
20869,Matthew Brown,M,12th,Bailey High School,63,88
20870,Katie Hamilton,F,10th,Bailey High School,84,88
20871,Tina Howard,F,12th,Bailey High School,65,69
20872,Sheila Clark,F,11th,Bailey High School,79,64
20873,Ann Bishop,F,11th,Bailey High School,64,69
20874,Kathryn Hanna,F,9th,Bailey High School,71,77
20875,David Gomez,M,11th,Bailey High School,82,91
20876,Carl Baker,M,10th,Bailey High School,93,85
20877,Diana Phelps,F,9th,Bailey High School,64,82
20878,Kari Huang,F,9th,Bailey High School,95,84
20879,Barry Garcia,M,12th,Bailey High School,73,70
20880,Sara Wells,F,9th,Bailey High School,66,93
20881,Tanya Turner,F,10th,Bailey High School,95,87
20882,Colleen Gibson,F,12th,Bailey High School,68,66
20883,Jordan Peterson,M,9th,Bailey High School,89,79
20884,Frederick Rocha,M,9th,Bailey High School,64,92
20885,Megan Powell,F,12th,Bailey High School,74,77
20886,Ricardo Williams,M,12th,Bailey High School,76,59
20887,Kathryn Young,F,9th,Bailey High School,80,90
20888,Donna Collins,F,11th,Bailey High School,66,56
20889,Virginia Gonzales,F,11th,Bailey High School,83,87
20890,Rhonda Beck,F,11th,Bailey High School,80,57
20891,Elizabeth Hughes,F,11th,Bailey High School,87,62
20892,Debra Gray,F,11th,Bailey High School,96,76
20893,Donna Johnson,F,10th,Bailey High School,75,62
20894,Brittany Hodges,F,9th,Bailey High School,77,74
20895,Kimberly Ramirez,F,10th,Bailey High School,84,98
20896,Sherry Gutierrez,F,9th,Bailey High School,69,90
20897,Stacy Ortega,F,12th,Bailey High School,92,94
20898,John Grant,M,9th,Bailey High School,94,80
20899,Melvin Woods,M,10th,Bailey High School,75,92
20900,Tammy Russell,F,10th,Bailey High School,74,56
20901,Benjamin Rowe,M,9th,Bailey High School,73,78
20902,Wendy Myers,F,12th,Bailey High School,85,87
20903,April Miller,F,12th,Bailey High School,97,72
20904,Anthony Hayes,M,11th,Bailey High School,77,80
20905,William Jordan,M,10th,Bailey High School,65,58
20906,Chelsey Villanueva,F,9th,Bailey High School,76,61
20907,Lisa Baker,F,10th,Bailey High School,90,57
20908,Maria Castro,F,11th,Bailey High School,99,67
20909,Rose Jackson,F,11th,Bailey High School,86,64
20910,Alexandra Mccarthy,F,9th,Bailey High School,91,99
20911,Kevin Strickland,M,10th,Bailey High School,78,84
20912,John Smith,M,12th,Bailey High School,73,59
20913,Diane Terry,F,12th,Bailey High School,97,65
20914,Amber Leon,F,12th,Bailey High School,78,84
20915,Rhonda Garcia,F,9th,Bailey High School,97,66
20916,Jon Matthews,M,9th,Bailey High School,73,86
20917,Angel Buchanan,F,11th,Bailey High School,83,77
20918,Elizabeth Allen,F,12th,Bailey High School,81,88
20919,Kristen Hartman,F,9th,Bailey High School,98,79
20920,Stephen Hood,M,11th,Bailey High School,94,93
20921,Sarah Valencia,F,12th,Bailey High School,69,83
20922,Ann Carter,F,10th,Bailey High School,74,68
20923,Lynn Rivas,F,9th,Bailey High School,71,74
20924,Jeremy Wright,M,12th,Bailey High School,63,95
20925,Brandy West,F,9th,Bailey High School,88,59
20926,Pamela Gray,F,11th,Bailey High School,63,76
20927,Carmen Thomas,F,9th,Bailey High School,80,84
20928,Jessica Ellis,F,12th,Bailey High School,75,86
20929,Thomas Larson,M,9th,Bailey High School,87,86
20930,Juan Ashley,M,10th,Bailey High School,91,93
20931,Austin Williams,M,11th,Bailey High School,73,77
20932,Daniel Watts,M,11th,Bailey High School,77,75
20933,Sonya Shaw,F,12th,Bailey High School,64,99
20934,Maria Silva,F,10th,Bailey High School,84,66
20935,Patricia Smith,F,10th,Bailey High School,83,96
20936,Paula Cline,F,12th,Bailey High School,67,91
20937,Kyle Boyd,M,11th,Bailey High School,63,86
20938,Larry White,M,10th,Bailey High School,66,67
20939,Sarah Buck,F,12th,Bailey High School,70,68
20940,Matthew Smith,M,12th,Bailey High School,73,77
20941,Tiffany Cook,F,11th,Bailey High School,88,73
20942,Kathryn Cox,F,9th,Bailey High School,92,81
20943,Sophia White,F,10th,Bailey High School,88,92
20944,Kelly Lynch,F,12th,Bailey High School,70,99
20945,Tyler Huang,M,11th,Bailey High School,93,99
20946,Alexis Donovan,F,10th,Bailey High School,92,86
20947,Karen Preston,F,11th,Bailey High School,86,78
20948,Amy Wolf,F,10th,Bailey High School,91,98
20949,Eric Wilson,M,11th,Bailey High School,78,83
20950,Tasha Butler,F,9th,Bailey High School,92,87
20951,Tara Flores,F,11th,Bailey High School,70,62
20952,Brian Hernandez,M,11th,Bailey High School,76,86
20953,Julia Harris,F,10th,Bailey High School,90,83
20954,Mary Hunter,F,12th,Bailey High School,65,93
20955,Robert Perez,M,12th,Bailey High School,72,61
20956,David Lopez,M,12th,Bailey High School,84,55
20957,Cheryl Taylor,F,10th,Bailey High School,89,62
20958,Adrian Gonzalez,M,11th,Bailey High School,87,89
20959,Jared Harrell,M,11th,Bailey High School,83,87
20960,Christopher Thompson,M,9th,Bailey High School,76,61
20961,Daniel Perez,M,12th,Bailey High School,82,81
20962,Gary Zamora,M,11th,Bailey High School,73,79
20963,Emily Taylor,F,12th,Bailey High School,87,72
20964,Alicia Alvarez,F,10th,Bailey High School,83,84
20965,Collin Thomas,M,9th,Bailey High School,70,94
20966,Julia George,F,9th,Bailey High School,88,84
20967,Travis Reyes,M,10th,Bailey High School,71,73
20968,Elizabeth Eaton,F,11th,Bailey High School,81,92
20969,Christina Riley,F,10th,Bailey High School,64,66
20970,Christopher Sherman,M,9th,Bailey High School,81,85
20971,Amy Boone,F,9th,Bailey High School,95,96
20972,Stefanie Jackson,F,11th,Bailey High School,64,81
20973,Destiny Jacobson,F,10th,Bailey High School,90,78
20974,Rachel Hanna,F,12th,Bailey High School,82,94
20975,Peter Smith,M,10th,Bailey High School,90,71
20976,Brittney Randall,F,11th,Bailey High School,63,84
20977,Kristen Duncan,F,10th,Bailey High School,97,80
20978,Angela Palmer,F,12th,Bailey High School,84,79
20979,James Jensen,M,9th,Bailey High School,74,69
20980,Matthew Armstrong,M,10th,Bailey High School,66,74
20981,Cynthia Johnson,F,10th,Bailey High School,65,67
20982,Dale Bartlett,M,11th,Bailey High School,63,96
20983,Mike Harris PhD,M,11th,Bailey High School,77,61
20984,Monica Berry,F,9th,Bailey High School,81,82
20985,George Hanson,M,11th,Bailey High School,78,55
20986,Joshua Harris,M,12th,Bailey High School,69,63
20987,Mike Hogan,M,11th,Bailey High School,98,79
20988,Anthony Leblanc,M,11th,Bailey High School,67,81
20989,Brian Walters,M,12th,Bailey High School,86,85
20990,Jonathan Mckenzie,M,9th,Bailey High School,72,58
20991,Alicia Townsend,F,11th,Bailey High School,82,84
20992,Alyssa Hayes,F,10th,Bailey High School,67,67
20993,Mrs. Christina Mitchell DDS,F,9th,Bailey High School,87,97
20994,Katherine Brown,F,9th,Bailey High School,66,61
20995,Susan Moore,F,11th,Bailey High School,89,76
20996,David Johnson,M,11th,Bailey High School,90,97
20997,Jordan Brown,M,9th,Bailey High School,69,65
20998,Shelby Lynch,F,12th,Bailey High School,88,92
20999,Benjamin Perkins,M,10th,Bailey High School,85,85
21000,Christopher Todd,M,12th,Bailey High School,97,66
21001,Kim Terrell,F,11th,Bailey High School,89,84
21002,Elizabeth Brown,F,9th,Bailey High School,92,55
21003,Colton Kelley,M,9th,Bailey High School,65,67
21004,Melanie Kent,F,9th,Bailey High School,96,65
21005,Michelle Blackwell,F,12th,Bailey High School,84,55
21006,Christina Barnett,F,10th,Bailey High School,68,94
21007,Elizabeth Vargas,F,9th,Bailey High School,86,85
21008,Taylor Barnett,M,12th,Bailey High School,96,91
21009,Nathan Roman,M,9th,Bailey High School,76,81
21010,Tina Wilson,F,10th,Bailey High School,82,86
21011,Angela Jones,F,9th,Bailey High School,64,72
21012,Angela Lopez,F,9th,Bailey High School,85,62
21013,Heather Barnes,F,10th,Bailey High School,83,88
21014,Brian Thomas,M,9th,Bailey High School,64,77
21015,Luis Perez,M,10th,Bailey High School,66,90
21016,Douglas Hawkins,M,9th,Bailey High School,87,82
21017,Anne Waters,F,12th,Bailey High School,87,60
21018,Ian Gallagher,M,9th,Bailey High School,70,66
21019,Jeffrey Garrison,M,9th,Bailey High School,80,63
21020,April Powers,F,10th,Bailey High School,94,88
21021,Connor Morse,M,10th,Bailey High School,71,77
21022,Teresa Williams,F,9th,Bailey High School,95,62
21023,Steven Lucero,M,12th,Bailey High School,65,90
21024,Justin Miller,M,9th,Bailey High School,85,62
21025,Lisa Henderson,F,11th,Bailey High School,77,80
21026,David King,M,10th,Bailey High School,98,75
21027,Jill Baker,F,9th,Bailey High School,66,75
21028,Jason Parker,M,11th,Bailey High School,98,65
21029,Jennifer Edwards,F,12th,Bailey High School,87,93
21030,Christopher Edwards,M,12th,Bailey High School,92,83
21031,Evelyn Suarez DDS,F,11th,Bailey High School,77,85
21032,Valerie Hill,F,11th,Bailey High School,99,75
21033,Amanda Martinez,F,12th,Bailey High School,66,86
21034,Matthew Martin,M,12th,Bailey High School,78,57
21035,Carl Cooper,M,10th,Bailey High School,83,78
21036,Lori Baker,F,10th,Bailey High School,89,62
21037,Michael White,M,10th,Bailey High School,76,73
21038,Jessica Mitchell,F,9th,Bailey High School,70,59
21039,Kathleen Owen,F,11th,Bailey High School,95,91
21040,Dawn Nguyen,F,11th,Bailey High School,98,93
21041,Joseph George,M,9th,Bailey High School,67,84
21042,Mark Smith,M,10th,Bailey High School,66,92
21043,Ronnie Robles,M,11th,Bailey High School,67,95
21044,Christina Alvarez PhD,F,12th,Bailey High School,68,77
21045,Charles Harvey,M,12th,Bailey High School,72,95
21046,Matthew Silva,M,12th,Bailey High School,83,75
21047,Candace Frank,F,9th,Bailey High School,99,89
21048,John Haynes,M,10th,Bailey High School,84,96
21049,Nicole Bradford,F,11th,Bailey High School,78,83
21050,Julia Miller,F,10th,Bailey High School,90,76
21051,Gabriel Dunn,M,12th,Bailey High School,98,73
21052,Alan Lee,M,12th,Bailey High School,74,61
21053,Jennifer Scott,F,12th,Bailey High School,83,80
21054,Tiffany Anderson,F,10th,Bailey High School,92,57
21055,Katelyn Weber,F,12th,Bailey High School,97,80
21056,Nicholas Young,M,10th,Bailey High School,92,66
21057,Danielle Brewer,F,11th,Bailey High School,72,74
21058,Helen Johnson,F,11th,Bailey High School,93,95
21059,John Robinson,M,10th,Bailey High School,96,78
21060,Bradley Davis,M,10th,Bailey High School,66,64
21061,Alexander Roy,M,11th,Bailey High School,85,99
21062,Eric Soto,M,9th,Bailey High School,69,94
21063,Willie Young,M,10th,Bailey High School,91,92
21064,Charles Lee,M,11th,Bailey High School,67,91
21065,William Wiggins,M,11th,Bailey High School,90,59
21066,Joanne Manning,F,10th,Bailey High School,79,67
21067,Dustin Garcia,M,11th,Bailey High School,90,94
21068,Ashley Ray,F,10th,Bailey High School,75,79
21069,Debra Evans,F,10th,Bailey High School,97,81
21070,Emily Duran MD,F,9th,Bailey High School,98,64
21071,David Rodriguez,M,11th,Bailey High School,95,59
21072,Randall Myers,M,9th,Bailey High School,77,74
21073,Travis Lopez,M,9th,Bailey High School,91,82
21074,Elizabeth Gonzalez,F,9th,Bailey High School,85,67
21075,Larry Williams,M,11th,Bailey High School,76,66
21076,Brian Holden,M,9th,Bailey High School,94,65
21077,Jeremy Rodriguez,M,10th,Bailey High School,79,81
21078,Olivia Hawkins,F,10th,Bailey High School,66,71
21079,Todd Grant Jr.,M,9th,Bailey High School,71,81
21080,Reginald Alvarado,M,9th,Bailey High School,69,55
21081,Michael Nelson,M,11th,Bailey High School,70,87
21082,Michele Gray,F,10th,Bailey High School,69,78
21083,Brian Armstrong,M,12th,Bailey High School,96,83
21084,Mark Bryant,M,9th,Bailey High School,67,75
21085,Desiree Clark,F,9th,Bailey High School,82,77
21086,Brandon Tanner,M,11th,Bailey High School,95,84
21087,Linda Jensen,F,12th,Bailey High School,90,68
21088,Sheryl Curtis,F,11th,Bailey High School,81,70
21089,Daniel Andrade,M,11th,Bailey High School,65,86
21090,Mrs. Veronica Sherman,F,12th,Bailey High School,77,98
21091,Andrew Farmer,M,12th,Bailey High School,63,74
21092,April Miller,F,10th,Bailey High School,81,92
21093,Sharon Nelson,F,10th,Bailey High School,98,96
21094,Julia Christian,F,9th,Bailey High School,89,62
21095,Danielle Moore,F,11th,Bailey High School,82,65
21096,Monica Cook,F,10th,Bailey High School,86,60
21097,Kelsey Dillon,F,10th,Bailey High School,87,65
21098,Michael Holden,M,10th,Bailey High School,70,97
21099,Michael Stone,M,11th,Bailey High School,78,60
21100,Thomas Martinez,M,11th,Bailey High School,98,88
21101,Terry Fuentes,M,9th,Bailey High School,65,61
21102,Rebekah Hall,F,11th,Bailey High School,76,87
21103,Tammy Ward,F,10th,Bailey High School,68,69
21104,Michael Wright,M,10th,Bailey High School,94,94
21105,Christina Martin,F,9th,Bailey High School,68,63
21106,Olivia Rice,F,9th,Bailey High School,95,63
21107,Kristen Neal,F,9th,Bailey High School,78,68
21108,Matthew Whitaker,M,10th,Bailey High School,93,59
21109,Lori Foster,F,10th,Bailey High School,94,93
21110,Mr. Alan Anderson,M,11th,Bailey High School,65,84
21111,Robert Oconnor,M,10th,Bailey High School,63,89
21112,John Gallegos,M,11th,Bailey High School,84,72
21113,Robert Burch,M,11th,Bailey High School,76,93
21114,Michelle Wagner,F,11th,Bailey High School,73,61
21115,Jeffrey Robinson,M,11th,Bailey High School,95,82
21116,Timothy Bray,M,9th,Bailey High School,86,73
21117,William Simon,M,11th,Bailey High School,78,78
21118,Claire Lowery,F,10th,Bailey High School,97,80
21119,Maria Allison,F,10th,Bailey High School,92,92
21120,Jennifer Young,F,9th,Bailey High School,92,73
21121,Pamela Mann,F,11th,Bailey High School,63,94
21122,Rachel Stephenson,F,10th,Bailey High School,98,70
21123,Madison Miller,F,12th,Bailey High School,83,94
21124,Sonya Juarez,F,9th,Bailey High School,81,97
21125,Charles Avery,M,9th,Bailey High School,98,55
21126,Teresa Griffin,F,12th,Bailey High School,75,56
21127,Cassandra Kelley,F,11th,Bailey High School,84,71
21128,Johnny Banks,M,9th,Bailey High School,90,92
21129,Michael Martinez,M,12th,Bailey High School,70,74
21130,Christopher Maynard,M,10th,Bailey High School,71,81
21131,Elizabeth Lewis,F,11th,Bailey High School,71,85
21132,James Sanchez,M,9th,Bailey High School,93,98
21133,Morgan Barnett,F,10th,Bailey High School,92,71
21134,Theresa Smith,F,12th,Bailey High School,76,56
21135,Tracy Vazquez,F,10th,Bailey High School,84,76
21136,Scott Proctor,M,9th,Bailey High School,68,56
21137,Gary Jacobs,M,11th,Bailey High School,92,58
21138,Mr. Jason Jackson,M,12th,Bailey High School,96,57
21139,Austin Long,M,12th,Bailey High School,87,62
21140,Janet Johnson,F,11th,Bailey High School,88,83
21141,Jessica Moran,F,9th,Bailey High School,94,89
21142,Laura Chapman,F,11th,Bailey High School,65,71
21143,Derrick Johnson,M,11th,Bailey High School,99,67
21144,Margaret Bates,F,10th,Bailey High School,88,77
21145,Robert Fernandez,M,9th,Bailey High School,85,66
21146,Charles Hicks,M,10th,Bailey High School,66,97
21147,Scott Cooper,M,12th,Bailey High School,92,58
21148,Jamie Green,F,10th,Bailey High School,92,76
21149,Meredith Mckee,F,9th,Bailey High School,69,75
21150,Tracy Duran,F,12th,Bailey High School,68,59
21151,Kathryn Stanley,F,9th,Bailey High School,68,65
21152,Daniel Clark,M,11th,Bailey High School,75,63
21153,John Patel,M,12th,Bailey High School,93,83
21154,Scott Meyers,M,12th,Bailey High School,68,79
21155,Julia Simmons,F,12th,Bailey High School,83,55
21156,Valerie Clark,F,12th,Bailey High School,90,69
21157,Mrs. Jennifer Rivera,F,10th,Bailey High School,72,89
21158,Amy Thomas,F,10th,Bailey High School,83,81
21159,Richard Poole,M,9th,Bailey High School,90,63
21160,Stephanie Garner,F,9th,Bailey High School,92,68
21161,Amy Rush,F,10th,Bailey High School,77,76
21162,Cheryl Hernandez,F,10th,Bailey High School,78,88
21163,Michael Smith,M,11th,Bailey High School,66,99
21164,Stacey Contreras,F,9th,Bailey High School,87,73
21165,Cheryl Osborne,F,9th,Bailey High School,76,77
21166,Joseph Guzman,M,11th,Bailey High School,89,83
21167,Sierra Kent,F,12th,Bailey High School,75,85
21168,Jose Bennett,M,12th,Bailey High School,99,59
21169,Nathaniel Johnson,M,9th,Bailey High School,70,60
21170,Joshua Meyers,M,11th,Bailey High School,84,94
21171,Tracy Nguyen,F,10th,Bailey High School,72,69
21172,Randy Lewis,M,9th,Bailey High School,83,89
21173,Michelle Davis,F,9th,Bailey High School,96,87
21174,David Adams,M,10th,Bailey High School,83,61
21175,Jonathan Young,M,9th,Bailey High School,78,66
21176,Joy Perez,F,11th,Bailey High School,98,78
21177,Angel Jackson,F,9th,Bailey High School,98,65
21178,Todd Adams,M,11th,Bailey High School,71,91
21179,Sheri Fletcher,F,12th,Bailey High School,78,87
21180,Matthew Bridges,M,10th,Bailey High School,76,98
21181,Benjamin Meyer,M,10th,Bailey High School,93,90
21182,Michael Kennedy,M,9th,Bailey High School,75,64
21183,Juan Burke,M,11th,Bailey High School,65,92
21184,Matthew Watkins,M,10th,Bailey High School,85,60
21185,Alex Carey,M,10th,Bailey High School,83,57
21186,Dr. Terry Sanchez,M,10th,Bailey High School,95,85
21187,Kathleen Cole,F,11th,Bailey High School,89,77
21188,Jeffrey Roman,M,11th,Bailey High School,96,76
21189,Jennifer Miller,F,11th,Bailey High School,95,83
21190,Thomas Rasmussen,M,12th,Bailey High School,77,82
21191,Cameron Miller,M,11th,Bailey High School,70,75
21192,Lisa Pineda,F,9th,Bailey High School,86,67
21193,Jennifer Murray,F,9th,Bailey High School,88,89
21194,Robert Goodman,M,12th,Bailey High School,93,90
21195,Mr. Scott Sexton,M,11th,Bailey High School,82,69
21196,Tamara Holland,F,10th,Bailey High School,84,98
21197,Kelly Stewart,F,12th,Bailey High School,91,93
21198,Kristopher Murphy,M,9th,Bailey High School,96,90
21199,Robert Wagner,M,9th,Bailey High School,92,76
21200,Colleen Martinez,F,10th,Bailey High School,91,75
21201,Michael Howell,M,9th,Bailey High School,64,63
21202,Susan Parsons,F,12th,Bailey High School,94,98
21203,Jordan Christensen,M,11th,Bailey High School,70,88
21204,Meagan Whitney,F,9th,Bailey High School,66,56
21205,Christopher Davis,M,9th,Bailey High School,65,99
21206,Yvette Harrington,F,11th,Bailey High School,89,73
21207,Christine Elliott,F,10th,Bailey High School,74,71
21208,Rhonda Lynch,F,9th,Bailey High School,69,58
21209,Debbie Gray,F,11th,Bailey High School,92,93
21210,Michelle Brandt,F,10th,Bailey High School,73,73
21211,William Wright,M,11th,Bailey High School,70,65
21212,Bailey Price,F,10th,Bailey High School,74,61
21213,Donna Lopez,F,11th,Bailey High School,96,78
21214,Tara Marsh,F,9th,Bailey High School,94,90
21215,Daniel Lee,M,10th,Bailey High School,73,74
21216,Keith Anderson,M,9th,Bailey High School,68,77
21217,Jasmine Riley,F,10th,Bailey High School,65,73
21218,Melissa Torres,F,11th,Bailey High School,69,96
21219,Pamela Hunter,F,11th,Bailey High School,74,82
21220,Adriana Snyder,F,9th,Bailey High School,93,55
21221,Kevin Flowers,M,10th,Bailey High School,92,76
21222,Douglas Williams,M,11th,Bailey High School,78,91
21223,David Zhang,M,11th,Bailey High School,69,58
21224,Melanie Mills,F,9th,Bailey High School,97,93
21225,Allison Johnson,F,9th,Bailey High School,70,61
21226,Debra Howard,F,9th,Bailey High School,91,64
21227,Savannah Powell,F,10th,Bailey High School,66,65
21228,David Boyd,M,11th,Bailey High School,80,88
21229,Justin Martinez,M,9th,Bailey High School,96,58
21230,Kenneth Gardner,M,11th,Bailey High School,77,70
21231,Melissa Chavez,F,11th,Bailey High School,95,64
21232,Stephanie Hart,F,12th,Bailey High School,66,69
21233,Taylor Riggs,F,10th,Bailey High School,78,74
21234,Jerry Wiggins,M,11th,Bailey High School,82,93
21235,Allen Garrison,M,11th,Bailey High School,76,67
21236,Darius Atkinson,M,9th,Bailey High School,99,97
21237,Timothy Jackson,M,9th,Bailey High School,82,69
21238,Jeffrey Delacruz,M,11th,Bailey High School,69,84
21239,Daniel Gallagher,M,12th,Bailey High School,82,73
21240,Elizabeth Higgins,F,12th,Bailey High School,91,61
21241,Candace Ortiz,F,12th,Bailey High School,70,75
21242,Scott Cohen,M,12th,Bailey High School,90,88
21243,Tiffany Perry,F,11th,Bailey High School,89,78
21244,Dustin Chandler,M,11th,Bailey High School,73,87
21245,Robert Schmidt,M,11th,Bailey High School,94,74
21246,Christina Adams,F,12th,Bailey High School,78,61
21247,Alison Smith,F,9th,Bailey High School,97,68
21248,Catherine Horton,F,9th,Bailey High School,78,76
21249,Betty Galloway,F,12th,Bailey High School,92,78
21250,Sara Bush,F,12th,Bailey High School,82,59
21251,David Ryan,M,10th,Bailey High School,73,63
21252,James Beltran,M,10th,Bailey High School,77,98
21253,Raven Lawson,F,11th,Bailey High School,97,76
21254,Andrew Taylor,M,9th,Bailey High School,65,77
21255,Michael Bates,M,12th,Bailey High School,75,93
21256,Andrea Stein,F,10th,Bailey High School,65,96
21257,Hunter Fitzpatrick,M,9th,Bailey High School,65,77
21258,Sarah Kirk,F,9th,Bailey High School,89,87
21259,Christopher West,M,12th,Bailey High School,99,58
21260,Andres Jones,M,12th,Bailey High School,65,88
21261,Kristina Garza,F,9th,Bailey High School,81,55
21262,Erica Andrews,F,10th,Bailey High School,89,61
21263,Danny Mayer,M,12th,Bailey High School,65,68
21264,Jeremy Navarro,M,10th,Bailey High School,80,58
21265,Jake Roberson,M,11th,Bailey High School,76,61
21266,Zachary Chavez,M,9th,Bailey High School,96,69
